Row Labels,Sum of Terakhir,Sum of Tertinggi,Sum of Pembukaan,Sum of Terendah
27/12/2012,1662.6,1662.1,1656.2,1656.2
27/12/2013,1216.1,1218.5,1213.4,1212.9
27/12/2016,1221.9,1221.9,1221.9,1221.9
27/12/2017,1372.3,1372.3,1372.3,1372.3
27/12/2018,1346.5,1346.5,1346.5,1346.5
27/12/2019,1544.4,1545,1540.7,1540
28/01/2011,1340.7,1346.6,1314,1307.7
28/01/2013,1652.4,1655.5,1651.6,1651.6
28/01/2014,1251,1258.4,1257.9,1257.9
28/01/2015,1402.2,1402.2,1402.2,1402.2
28/01/2016,1163.7,1163.7,1163.7,1163.7
28/01/2019,1369.8,1369.8,1369.8,1369.8
28/01/2020,1596.9,1607.1,1606.7,1593.4
28/02/2011,1409.3,1415.7,1410.7,1407.7
28/02/2012,1787,1789.4,1767.9,1767.9
28/02/2013,1577.7,1601.6,1596,1575.1
28/02/2014,1321.4,1332.6,1329.8,1321.1
28/02/2017,1334.3,1334.3,1334.3,1334.3
28/02/2018,1419.2,1419.2,1419.2,1419.2
28/02/2019,1375.3,1374,1374,1374
28/02/2020,1583.6,1667.1,1667.1,1582
28/03/2011,1419.8,1415.6,1413.2,1413.2
28/03/2012,1657.9,1670.1,1670.1,1665
28/03/2013,1594.8,1606.6,1604.7,1593.6
28/03/2014,1293.8,1299.4,1292.2,1285.9
28/03/2016,1270.7,1270.7,1270.7,1270.7
28/03/2017,1337.5,1338.7,1338.7,1338.7
28/03/2018,1428.9,1428.9,1428.9,1428.9
28/03/2019,1342.4,1348,1348,1342.2
28/04/2011,1530.8,1536,1528.6,1526.6
28/04/2014,1298.9,1305.4,1305.4,1293
28/04/2015,1301.4,1301.4,1301.4,1301.4
28/04/2016,1316.8,1316.8,1316.8,1316.8
28/04/2017,1347.1,1347.1,1347.1,1347.1
28/04/2020,1731.2,1740,1731.8,1712.7
28/05/2013,1379.1,1392.5,1380.8,1379.8
28/05/2014,1259.3,1259.3,1259.3,1263.6
28/05/2015,1280.5,1280.5,1280.5,1278
28/05/2017,1268.22,1269.02,1266.31,1266.31
28/05/2018,1297.6,1299.7,1298.4,1294.7
28/05/2019,1323.3,1322.6,1322.6,1322.6
28/05/2020,1742.7,1757.3,1737.5,1734.3
28/06/2011,1499.7,1505,1499.9,1496.1
28/06/2012,1549.7,1573.7,1573.7,1548.4
28/06/2013,1223.8,1232.3,1200.9,1183.2
28/06/2016,1372.2,1372.2,1372.2,1372.2
28/06/2017,1320.8,1320.8,1320.8,1320.8
28/06/2018,1340,1340,1340,1340
28/06/2019,1446.8,1451,1451,1445.7
28/07/2011,1613.4,1620.6,1614.2,1602.8
28/07/2014,1462,1308,1307.4,1304.3
28/07/2015,1190.6,1190.6,1190.6,1190.6
28/07/2016,1398.8,1402.8,1402.8,1402.8
28/07/2017,1342.6,1342.6,1342.6,1342.6
28/07/2020,1963.9,2000,1963.2,1927.5
28/08/2012,1666.5,1671,1659.9,1659.2
28/08/2013,1419,1428,1417.3,1415.1
28/08/2014,1443.8,1293.7,1284.5,1284.3
28/08/2015,1218.4,1218.4,1218.4,1218.4
28/08/2017,1382.6,1381.9,1381.9,1381.9
28/08/2018,1286.4,1286.4,1286.4,1286.4
28/08/2019,1575.3,1578,1572.3,1571.6
28/08/2020,1974.9,1983,1937.5,1928.2
28/09/2011,1616.3,1650,1650,1650
28/09/2012,1771.1,1782.2,1776.8,1767.5
28/09/2015,1204.4,1204.4,1204.4,1204.4
28/09/2016,1376.7,1376.7,1376.7,1376.7
28/09/2017,1361.3,1361.3,1361.3,1361.3
28/09/2018,1268.7,1270,1270,1270
28/09/2020,1882.3,1888.2,1862.7,1851.1
28/10/2011,1746.2,1752,1752,1733
28/10/2013,1352,1359.2,1351.4,1349
28/10/2014,1352.6,1231,1224.9,1224.7
28/10/2015,1229.3,1229.3,1229.3,1229.3
28/10/2016,1337.1,1337.1,1337.1,1337.1
28/10/2019,1525.8,1536.2,1535.7,1523.5
28/10/2020,1879.2,1912.6,1909.8,1869.1
28/11/2011,1710.8,1710.8,1710.8,1710.8
28/11/2012,1716.5,1739.8,1739.8,1716.3
28/11/2013,1243.8,1245.3,1237.9,1236.2
28/11/2014,1291.2,1198.3,1197,1163.8
28/11/2016,1258.6,1258.6,1258.6,1258.6
28/11/2017,1379,1379,1379,1379
28/11/2018,1296.4,1296.4,1296.4,1296.4
28/11/2019,1462.25,1464.55,1463.25,1460.75
28/12/2011,1562.9,1588.6,1584.9,1561.3
28/12/2012,1654.9,1664,1664,1653.7
28/12/2015,1128.1,1128.1,1128.1,1128.1
28/12/2016,1224,1224,1224,1224
28/12/2017,1379.4,1372.1,1372.1,1372
28/12/2018,1348.3,1348.3,1348.3,1348.3
28/12/2020,1880.4,1904.1,1887,1873
29/01/2013,1660.7,1661.5,1661.2,1660.7
29/01/2014,1262.2,1262.2,1262.2,1262.2
29/01/2015,1363.8,1380.2,1380.2,1380.2
29/01/2016,1161.9,1161.9,1161.9,1161.9
29/01/2018,1441.3,1441.3,1441.3,1441.3
29/01/2019,1375.6,1375.6,1375.6,1375.6
29/01/2020,1597.9,1603.6,1594.5,1589.3
29/02/2012,1709.9,1790.4,1789.9,1669
29/02/2016,1273.3,1273.3,1273.3,1273.3
29/03/2011,1416,1416,1416,1416
29/03/2012,1652.2,1664.5,1661.8,1644.3
29/03/2016,1286.3,1286.3,1286.3,1286.3
29/03/2017,1335.5,1335.5,1335.5,1335.5
29/03/2018,1426,1426,1426,1426
29/03/2019,1346,1354.1,1354.1,1354.1
29/04/2011,1556,1568.7,1538.7,1537.3
29/04/2013,1467.4,1475.5,1462.7,1462.3
29/04/2014,1296,1300.5,1295.5,1289.1
29/04/2015,1300,1300,1300,1300
29/04/2016,1341.4,1341.4,1341.4,1341.4
29/04/2019,1331.6,1331.6,1331.6,1331.6
29/04/2020,1722.4,1741.8,1735,1718
29/05/2012,1548.6,1582.5,1574.7,1574.7
29/05/2013,1391.3,1391.3,1391.3,1391.3
29/05/2014,1256.3,1260.6,1258.3,1250.9
29/05/2015,1280.7,1280.7,1280.7,1276.5
29/05/2017,1266.69,1268.6,1268.02,1264.96
29/05/2018,1393.7,1393.7,1393.7,1393.7
29/05/2019,1326.5,1327.8,1327.8,1327.8
29/05/2020,1765.7,1767.1,1748.7,1740.7
29/06/2011,1509.9,1512.2,1504.1,1504.1
29/06/2012,1603.5,1600.4,1562.6,1561.9
29/06/2015,1278,1278,1278,1278
29/06/2016,1381.4,1381.4,1381.4,1381.4
29/06/2017,1317.7,1322.8,1322.8,1313.7
29/06/2018,1343.7,1343.7,1343.7,1343.7
29/06/2020,1800.1,1808.6,1807.3,1795.3
29/07/2011,1628.3,1634.9,1617.1,1610.6
29/07/2013,1328.4,1328.4,1328.4,1328.4
29/07/2014,1456.7,1310.9,1310.9,1310
29/07/2015,1187.5,1187.5,1187.5,1187.5
29/07/2016,1415.7,1415.7,1415.7,1415.7
29/07/2019,1461.7,1461.7,1461.7,1461.7
29/07/2020,1976.7,1998.4,1971.9,1955.7
29/08/2011,1788.4,1817.9,1817.9,1786.7
29/08/2012,1659.8,1667.3,1667.2,1665.2
29/08/2013,1412.9,1417.4,1417.4,1404.5
29/08/2014,1440.6,1289.7,1289.5,1284.8
29/08/2016,1384.4,1384.4,1384.4,1384.4
29/08/2017,1385.7,1385.7,1385.7,1385.7
29/08/2018,1283.3,1283.3,1283.3,1283.3
29/08/2019,1564,1578.8,1571.9,1562
29/09/2011,1615.5,1633.8,1604,1585
29/09/2014,1373.7,1222.2,1216.3,1214.7
29/09/2015,1199.1,1199.1,1199.1,1199.1
29/09/2016,1379.1,1379.1,1379.1,1379.1
29/09/2017,1357.6,1357.6,1357.6,1357.6
29/09/2020,1903.2,1904.8,1886.4,1880.8
29/10/2012,1707.7,1712,1712,1707
29/10/2013,1345.2,1359.7,1359.6,1359.6
29/10/2014,1349.2,1224.3,1224.3,1224.3
29/10/2015,1201.8,1201.8,1201.8,1201.8
29/10/2018,1301.1,1301.1,1301.1,1301.1
29/10/2019,1520.6,1524.2,1524.2,1515.5
29/10/2020,1868,1885.1,1877.5,1859.2
29/11/2011,1713.4,1718.4,1711.3,1704
29/11/2012,1727.2,1729,1719.6,1717.7
29/11/2013,1250.6,1254.5,1237.8,1233.7
29/11/2016,1255.5,1255.5,1255.5,1255.5
29/11/2017,1366.4,1382,1382,1382
29/11/2018,1297,1297,1297,1297
29/11/2019,1496.6,1495.4,1488,1484.2
29/12/2011,1539.9,1559.3,1559.3,1525
29/12/2014,1292.9,1186.5,1186.5,1181.3
29/12/2015,1128.6,1128.6,1128.6,1128.6
29/12/2016,1241.2,1241.2,1241.2,1241.2
29/12/2017,1391.9,1391.9,1391.9,1391.9
29/12/2020,1882.9,1891.3,1878,1875.6
30/01/2012,1731,1739.9,1737.2,1715.7
30/01/2013,1679.9,1683.2,1662.4,1661.8
30/01/2014,1242.2,1267.7,1267,1237.5
30/01/2015,1384.6,1384.6,1384.6,1384.6
30/01/2017,1276.4,1276.4,1276.4,1276.4
30/01/2018,1436.2,1436.2,1436.2,1436.2
30/01/2019,1375.9,1377.6,1377.6,1377.6
30/01/2020,1610.7,1612,1601.6,1599
30/03/2011,1423.8,1430.3,1418.7,1412
30/03/2012,1669.3,1670,1660.6,1659
30/03/2015,1276.4,1276.4,1276.4,1276.4
30/03/2016,1276.9,1276.9,1276.9,1276.9
30/03/2017,1326.7,1344,1344,1341.3
30/03/2020,1644.1,1672.5,1665.7,1634.6
30/04/2012,1663.4,1665.7,1663,1653
30/04/2013,1472.2,1476.6,1471.1,1461
30/04/2014,1295.6,1296.5,1296,1286.6
30/04/2015,1273,1273,1273,1273
30/04/2018,1419.1,1419.1,1419.1,1419.1
30/04/2019,1335.7,1335.7,1335.7,1335.7
30/04/2020,1704.9,1745,1737,1697.7
30/05/2012,1563.4,1569,1553.9,1530.4
30/05/2013,1411.5,1417.5,1392.1,1388.3
30/05/2014,1245.6,1259.6,1255.1,1241.8
30/05/2016,1212.15,1213.15,1208.25,1201.8
30/05/2017,1339.1,1339.1,1339.1,1339.1
30/05/2018,1396.7,1396.7,1396.7,1396.7
30/05/2019,1332.9,1332.4,1332.4,1332.4
30/06/2011,1502.3,1514,1511.5,1498.8
30/06/2014,1475.1,1328.7,1315.3,1311.8
30/06/2015,1270.8,1270.8,1270.8,1270.8
30/06/2016,1375,1375,1375,1375
30/06/2017,1314,1314,1314,1314
30/06/2020,1820.4,1823.5,1803.7,1794
30/07/2012,1619.7,1625.8,1622.9,1613.1
30/07/2013,1324,1329.6,1327.2,1316.2
30/07/2014,1456.1,1303,1298.6,1291
30/07/2015,1183.4,1183.4,1183.4,1183.4
30/07/2018,1307.7,1309.1,1306.9,1301.9
30/07/2019,1470.3,1472.4,1469,1469
30/07/2020,1966.8,1987.3,1986.4,1952.3
30/08/2011,1826.7,1839.6,1787.2,1783.1
30/08/2012,1653.5,1662,1655.4,1650.7
30/08/2013,1396.1,1409.8,1407.2,1392.3
30/08/2016,1374.5,1374.5,1374.5,1374.5
30/08/2017,1380.9,1380.9,1380.9,1380.9
30/08/2018,1276.1,1276.1,1276.1,1276.1
30/08/2019,1557.2,1566.9,1564.1,1555
30/09/2011,1620.4,1639.4,1620.8,1609.4
30/09/2013,1326.5,1350.9,1345.8,1322
30/09/2014,1366.7,1218.2,1214.8,1204
30/09/2015,1183.6,1183.6,1183.6,1183.6
30/09/2016,1370.4,1383.5,1383.5,1383.5
30/09/2019,1502.3,1533,1533,1500.1
30/09/2020,1895.5,1908.2,1903.2,1885.8
30/10/2012,1710.5,1714.4,1709.1,1709
30/10/2013,1349,1355.8,1340.8,1335.6
30/10/2014,1322.9,1214.7,1213.7,1195.8
30/10/2015,1195.2,1195.2,1195.2,1195.2
30/10/2017,1354.9,1354.9,1354.9,1354.9
30/10/2018,1298.9,1296.7,1296.7,1296.7
30/10/2019,1526.5,1526.5,1520.8,1513.2
30/10/2020,1879.9,1890.9,1867.9,1863.3
30/11/2011,1745.5,1749.2,1714,1699.9
30/11/2012,1710.9,1731.2,1725.2,1708.4
30/11/2015,1123.9,1123.9,1123.9,1123.9
30/11/2016,1238.4,1238.4,1238.4,1238.4
30/11/2017,1357.3,1357.3,1357.3,1357.3
30/11/2018,1292.7,1289.7,1289.7,1289.7
30/11/2020,1780.9,1793.3,1790.8,1767.2
30/12/2011,1565.8,1579.5,1549.4,1547.9
30/12/2013,1203.1,1215.5,1215,1194.4
30/12/2014,1311.9,1210.3,1181.4,1181.4
30/12/2015,1120.8,1120.8,1120.8,1120.8
30/12/2016,1234.5,1239,1239,1239
30/12/2019,1545.4,1545.5,1543.9,1540.1
30/12/2020,1893.4,1899,1881.8,1879.5
31/01/2011,1333.8,1345.9,1339,1323.3
31/01/2012,1737.8,1747.7,1731.7,1725
31/01/2013,1660.6,1680,1675.4,1657.4
31/01/2014,1240.1,1254.5,1243.6,1238.4
31/01/2017,1291.8,1291.8,1291.8,1291.8
31/01/2018,1439.4,1439.4,1439.4,1439.4
31/01/2019,1384,1384,1384,1384
31/01/2020,1609.4,1615.3,1599.7,1597.7
31/03/2011,1438.9,1440,1423.3,1420.7
31/03/2014,1283.4,1298.8,1294.3,1282.4
31/03/2015,1272.2,1272.2,1272.2,1272.2
31/03/2016,1280.9,1280.9,1280.9,1280.9
31/03/2017,1329.8,1339,1339,1339
31/03/2020,1597.6,1642.2,1640.1,1590.8
31/05/2011,1535.9,1541.1,1536.7,1532.4
31/05/2012,1562.6,1572.6,1562.7,1551.8
31/05/2013,1392.6,1421.1,1412.4,1384.2
31/05/2016,1269.3,1269.3,1269.3,1269.3
31/05/2017,1348.5,1348.5,1348.5,1348.5
31/05/2018,1395,1395,1395,1395
31/05/2019,1349.6,1347.8,1342.9,1342.9
31/07/2012,1610.5,1627.5,1621.1,1610
31/07/2013,1312.4,1338.4,1325.5,1304.9
31/07/2014,1441.5,1297.3,1295.1,1280.6
31/07/2015,1183.1,1183.1,1183.1,1183.1
31/07/2017,1340.7,1340.7,1340.7,1340.7
31/07/2018,1309.8,1309.8,1309.8,1309.8
31/07/2019,1466.3,1469.6,1460.5,1452.9
31/07/2020,1985.9,2005.4,1973.6,1971.4
31/08/2011,1828.5,1837.9,1830.6,1811.4
31/08/2012,1684.6,1690,1658.6,1646.2
31/08/2014,1287.7,1289,1288.5,1286.8
31/08/2015,1216.9,1216.9,1216.9,1216.9
31/08/2016,1367.9,1367.9,1367.9,1367.9
31/08/2017,1388.5,1393.7,1389.5,1389.5
31/08/2018,1277.7,1277.7,1277.7,1277.7
31/08/2020,1978.6,1985.8,1973.9,1962.3
31/10/2011,1724.2,1741.9,1741.9,1716
31/10/2012,1717.5,1724.5,1714.4,1714.4
31/10/2013,1323.6,1334,1334,1321.7
31/10/2014,1295.9,1199.7,1199.6,1161.4
31/10/2016,1333.7,1333.7,1333.7,1333.7
31/10/2017,1347.7,1347.7,1347.7,1347.7
31/10/2018,1288.2,1291.1,1291.1,1291.1
31/10/2019,1544,1545,1527,1527
31/12/2012,1674.8,1677.1,1655.4,1655.4
31/12/2013,1201.9,1212.4,1196.4,1182
31/12/2014,1335.4,1335.4,1335.4,1346.7
31/12/2015,1121,1121,1121,1121
31/12/2018,1347.1,1347.1,1347.1,1347.1
31/12/2019,1550.6,1555,1546.7,1546.4
31/12/2020,1895.1,1904.9,1899,1889.1
1/2/2011,1339.6,1342.9,1333.1,1325.3
1/3/2011,1430.7,1434.4,1415.3,1415.3
1/4/2011,1428.1,1436.5,1433.4,1413
1/6/2011,1542.4,1550.6,1535.7,1529.7
1/7/2011,1482.3,1502.2,1502.2,1480
1/8/2011,1619,1631.8,1623,1607
1/9/2011,1826,1829.5,1825.8,1814.1
1/11/2011,1711,1720.1,1706.7,1682.5
1/12/2011,1735.3,1753.3,1747,1734.5
2/2/2011,1331.5,1344,1344,1327
2/3/2011,1437.2,1440.5,1432.5,1428.8
2/5/2011,1556.7,1576.6,1572.9,1543.1
2/6/2011,1532,1544.5,1541.3,1520
2/8/2011,1641.9,1660.6,1619.3,1616.8
2/9/2011,1873.7,1884.2,1828.6,1828.6
2/11/2011,1728.7,1741.4,1724.3,1723.2
2/12/2011,1747,1762.9,1744.8,1741.6
3/1/2011,1422.6,1423.9,1415.6,1413.7
3/2/2011,1352.3,1355.8,1335.6,1324.9
3/3/2011,1416,1432.3,1432.3,1415.9
3/5/2011,1540.1,1547,1542.5,1527.5
3/6/2011,1541.7,1546.3,1534.7,1525
3/8/2011,1663.4,1672.3,1659.9,1651.6
3/10/2011,1656,1660.8,1627.8,1627.6
3/11/2011,1764.2,1766,1740.5,1726.6
4/1/2011,1378.5,1410.9,1409.6,1375.8
4/2/2011,1348.3,1360,1354.8,1345
4/3/2011,1428.2,1429.8,1418.9,1416.8
4/4/2011,1432.2,1439.1,1429.1,1428.8
4/5/2011,1514.9,1539,1535,1506.2
4/8/2011,1656.2,1681.8,1660.5,1640
4/10/2011,1614.7,1678.1,1661,1596.6
4/11/2011,1755.3,1761.2,1757,1754.9
5/1/2011,1373.4,1384,1383.4,1364.2
5/4/2011,1451.8,1457.6,1437.9,1430.3
5/5/2011,1480.9,1520.7,1514.7,1471
5/7/2011,1512.3,1515,1490.4,1490.3
5/8/2011,1648.8,1666.1,1647.5,1642.6
5/10/2011,1640.3,1644.7,1629.3,1599.6
5/12/2011,1730.7,1752.6,1748.9,1718.7
6/1/2011,1371.4,1376.5,1374.8,1368.9
6/4/2011,1457.7,1462.3,1456.9,1452
6/5/2011,1491.2,1494.8,1473.2,1472.3
6/6/2011,1546.5,1553.9,1542.9,1542
6/7/2011,1528.7,1532.8,1513.7,1510.3
6/9/2011,1869.9,1911.6,1886.3,1864
6/10/2011,1651.9,1654.7,1642.6,1637.6
6/12/2011,1727.9,1731.8,1722.1,1703
7/1/2011,1368.5,1377.2,1372.7,1355.5
7/2/2011,1347.6,1353.8,1345.8,1343.8
7/3/2011,1434.1,1445,1434.5,1429.5
7/4/2011,1458.5,1462.7,1459.7,1453.9
7/6/2011,1543.3,1549.9,1545,1537.2
7/7/2011,1530.2,1533.1,1529.1,1522.7
7/9/2011,1814.2,1873.7,1868.9,1792.8
7/10/2011,1634.5,1665,1657,1626.2
7/11/2011,1790.3,1797,1771.5,1768.7
7/12/2011,1740.9,1741.9,1730.6,1720
8/2/2011,1363.4,1367,1351.2,1350
8/3/2011,1426.9,1432.6,1431.6,1424.3
8/4/2011,1473.4,1475.5,1457.6,1457.5
8/6/2011,1538.1,1544.2,1544.2,1531.3
8/7/2011,1541.2,1542.6,1527,1526.6
8/8/2011,1710.2,1720,1679.1,1678.1
8/9/2011,1854.4,1870,1839.3,1835
8/11/2011,1798.4,1785.7,1785.7,1785.7
8/12/2011,1709.8,1752.3,1742,1705.4
9/2/2011,1364.8,1366.5,1362.8,1359.6
9/3/2011,1429.3,1435.7,1430,1426.1
9/5/2011,1502.9,1512.8,1501.5,1501.3
9/6/2011,1542.1,1548.8,1536.1,1534.4
9/8/2011,1740,1779,1722.5,1720.1
9/9/2011,1856.4,1881.3,1858.1,1830
9/11/2011,1790.9,1793,1793,1774.2
9/12/2011,1712.8,1720.7,1713.3,1705.7
10/1/2011,1373.7,1374,1369,1365.7
10/2/2011,1361.9,1364.5,1364.3,1351.7
10/3/2011,1412.2,1429.8,1429.5,1403.8
10/5/2011,1516.6,1516.9,1508.4,1508.4
10/6/2011,1528.6,1543.9,1543.7,1526.4
10/8/2011,1781.3,1795.6,1744,1741.3
10/10/2011,1669.6,1676.8,1645.6,1645.6
10/11/2011,1758.9,1766.8,1766.8,1754.8
11/1/2011,1384,1384.5,1375.4,1373.9
11/2/2011,1359.9,1368.8,1364,1355.2
11/3/2011,1421.5,1422.6,1413.7,1404.9
11/4/2011,1467.4,1476,1476,1459.7
11/5/2011,1501.1,1524.1,1524,1495.2
11/7/2011,1548.8,1555.2,1550,1543.1
11/8/2011,1748.8,1813.5,1795.1,1733
11/10/2011,1659.7,1685,1685,1657.6
11/11/2011,1787.5,1789.5,1777,1777
12/1/2011,1385.7,1385.5,1382.6,1378
12/4/2011,1452.9,1467.2,1461.8,1444.4
12/5/2011,1506.6,1502.7,1492.1,1484.8
12/7/2011,1561.9,1565,1548.2,1542
12/8/2011,1740.2,1764.2,1760.6,1723.8
12/9/2011,1809.9,1852.4,1852.4,1806
12/10/2011,1681.3,1691,1667.1,1665.9
12/12/2011,1664.2,1708.2,1707.5,1658.5
1/2/2012,1747.1,1751.1,1738.2,1734
1/3/2012,1721.1,1724.6,1698.6,1698.6
1/5/2012,1661.7,1670.5,1665,1661.7
1/6/2012,1620.5,1630,1560,1545.5
1/8/2012,1603.7,1617.6,1613.4,1592
1/10/2012,1780.5,1791,1766,1763.3
1/11/2012,1714.1,1725.1,1722.3,1714.9
2/2/2012,1756.8,1761.1,1745.1,1742.9
2/3/2012,1708.8,1723,1723,1705.2
2/4/2012,1677.5,1682.8,1670.4,1662
2/5/2012,1653.4,1659.2,1659.2,1648.3
2/7/2012,1597.2,1598.3,1597.1,1589.7
2/8/2012,1587.4,1615,1600,1583.1
2/10/2012,1772.7,1779.3,1777.9,1773.1
2/11/2012,1674.1,1711.3,1711.3,1674.3
3/1/2012,1599.7,1604.3,1568.9,1566
3/2/2012,1737.9,1761.3,1758.7,1724.5
3/4/2012,1670,1679.5,1677.6,1638.7
3/5/2012,1634.2,1652.2,1651.2,1631.3
3/7/2012,1621.3,1624,1603.8,1603.8
3/8/2012,1606,1605.7,1589.3,1585.1
3/10/2012,1777.3,1779.9,1772.2,1771.9
3/12/2012,1719.6,1721.9,1714.9,1714.5
4/1/2012,1611.9,1618.6,1596.6,1594.5
4/4/2012,1612.3,1647,1646.5,1613
4/5/2012,1644.7,1645.6,1635.7,1629.4
4/6/2012,1612.2,1627.9,1623,1609
4/9/2012,1692.9,1698,1689.1,1687.7
4/10/2012,1794.1,1794.8,1783.5,1783.5
4/12/2012,1694.4,1716.8,1716.3,1691.6
5/1/2012,1619.4,1624.1,1610.8,1597.8
5/3/2012,1703,1709.5,1705.5,1695.4
5/4/2012,1628.5,1633.2,1620.8,1620.4
5/6/2012,1615.2,1622.7,1619.3,1612.9
5/7/2012,1608.9,1619.2,1618.5,1598
5/9/2012,1690.8,1693.3,1690.4,1690.4
