Row Labels,Sum of Terakhir,Sum of Tertinggi,Sum of Pembukaan,Sum of Terendah
5/10/2012,1778.6,1792.2,1792.2,1776.6
5/11/2012,1682.2,1683.1,1682.8,1674.3
5/12/2012,1692.4,1706,1697.1,1685
6/1/2012,1616.1,1627.8,1622.5,1618.6
6/2/2012,1722.8,1738.3,1728,1713.3
6/3/2012,1671.4,1708.7,1708.7,1666
6/6/2012,1632.8,1639.7,1619.7,1616.5
6/7/2012,1578.4,1593.8,1592.3,1587
6/8/2012,1612.9,1614.1,1604.7,1603.2
6/9/2012,1702.6,1712.4,1696.4,1696.4
6/11/2012,1714.1,1718,1690.1,1690.1
6/12/2012,1700.3,1702.1,1694.3,1686.4
7/2/2012,1746.4,1748,1722,1713.2
7/3/2012,1683.3,1684,1676,1673.1
7/5/2012,1638.6,1640,1637.9,1632.6
7/6/2012,1586.6,1627.2,1622.6,1581.9
7/8/2012,1609.7,1615.7,1610.8,1609
7/9/2012,1737.5,1738.2,1696.7,1696.7
7/11/2012,1713.2,1726.5,1707.7,1703.7
7/12/2012,1704,1704.5,1701.2,1684
8/2/2012,1729.3,1751.5,1744,1728.2
8/3/2012,1698.1,1702.4,1686.4,1686.4
8/5/2012,1604,1636.7,1636.7,1596
8/6/2012,1590.1,1593.9,1589.9,1566.5
8/8/2012,1612.9,1614.8,1610.2,1603
8/10/2012,1773.5,1778,1778,1766.8
8/11/2012,1725.4,1729.6,1715.9,1714.2
9/1/2012,1607.5,1620.1,1614.3,1607.8
9/2/2012,1739,1749.7,1731.4,1726.1
9/3/2012,1710.9,1706,1698.8,1680.7
9/4/2012,1642.5,1646.4,1645.3,1636.5
9/5/2012,1593.7,1595.3,1595.3,1586.3
9/7/2012,1588.6,1582.1,1582.1,1580.9
9/8/2012,1617.1,1617.1,1612.8,1610.1
9/10/2012,1763,1776.7,1776.7,1762.3
9/11/2012,1730.3,1734.1,1733.7,1727.6
10/1/2012,1631,1639,1619.9,1619.9
10/2/2012,1723.3,1734.4,1732.7,1706.4
10/4/2012,1659.5,1661.7,1649,1636.2
10/5/2012,1595.1,1594.4,1594.2,1592.4
10/7/2012,1579.3,1599.8,1599.2,1567.6
10/8/2012,1619.7,1624.1,1615.8,1605
10/9/2012,1728.7,1733.5,1733.1,1727.2
10/10/2012,1763.2,1764.2,1762.4,1758.1
10/12/2012,1713,1717,1704.2,1704.2
11/1/2012,1639.2,1645.4,1634.8,1633.8
11/4/2012,1659,1659.7,1654.8,1654.7
11/5/2012,1583.6,1589.6,1586.1,1586.1
11/6/2012,1595.5,1608,1608,1583
11/7/2012,1575.2,1579.5,1577.4,1575.3
11/9/2012,1731.8,1736,1736,1735.8
11/10/2012,1768.8,1771,1761.6,1761.6
11/12/2012,1708.2,1714.1,1710,1705.9
12/1/2012,1647.3,1656.1,1645.2,1645.2
12/3/2012,1699.2,1708.1,1708.1,1694.9
12/4/2012,1679.5,1680.1,1660,1650
12/6/2012,1612.7,1612.8,1594.1,1588.5
12/7/2012,1564.9,1574.7,1569.3,1557.2
12/9/2012,1730.6,1742.3,1742.2,1730.5
12/10/2012,1758,1769.5,1769.5,1753.6
12/11/2012,1730.3,1734.9,1733.2,1733.2
12/12/2012,1716.6,1722.3,1710.1,1708
1/2/2013,1669.4,1681.2,1663.9,1659.9
1/3/2013,1571.9,1585.6,1579.6,1566
1/4/2013,1600,1600.5,1596.8,1594.8
1/5/2013,1446.3,1477.1,1475.8,1440
1/7/2013,1255.9,1261,1234.7,1234.2
1/8/2013,1311,1328.5,1323,1306.9
1/10/2013,1286,1334.2,1328,1283.8
1/11/2013,1313.1,1325.7,1325.7,1308
2/1/2013,1687.9,1693.8,1672.8,1670
2/4/2013,1575.1,1602.6,1599.2,1574.1
2/5/2013,1467.7,1471.2,1459,1453.5
2/7/2013,1243.6,1266.3,1254.1,1241.2
2/8/2013,1310.6,1317.6,1306.7,1283
2/9/2013,1393.7,1398,1380.4,1379.6
2/10/2013,1320.6,1321,1288.5,1280
2/12/2013,1222.3,1251.5,1251.4,1217.8
3/1/2013,1673.7,1686.8,1686.1,1662
3/4/2013,1552.8,1576.4,1575.7,1549.2
3/5/2013,1464.3,1487.1,1465.5,1461.4
3/6/2013,1411.7,1416.3,1389.1,1388.3
3/7/2013,1252.1,1258.2,1243.8,1240.3
3/9/2013,1412,1414.4,1393,1382.3
3/10/2013,1317.4,1319.5,1312,1302.5
3/12/2013,1221.7,1225.7,1219.2,1215.6
4/1/2013,1648.1,1658.3,1647,1625.7
4/2/2013,1675.3,1676.5,1668,1661.6
4/3/2013,1572.1,1580.8,1580.8,1569.7
4/4/2013,1551.8,1557.3,1557.3,1539.1
4/6/2013,1397.1,1414.1,1410.9,1389
4/7/2013,1247.05,1256.15,1254.55,1244.45
4/9/2013,1389.9,1413,1413,1387.1
4/10/2013,1309.7,1318.1,1316.2,1305.7
4/11/2013,1314.6,1320.5,1314.6,1312.1
4/12/2013,1248.2,1250.4,1225.1,1212.9
5/2/2013,1672.4,1683.4,1674.2,1666.5
5/3/2013,1574.6,1585.5,1577.6,1571.4
5/4/2013,1575.4,1580.6,1553.2,1550.1
5/6/2013,1398.4,1410,1397.5,1395.6
5/7/2013,1212.9,1254.1,1252.7,1208.9
5/8/2013,1302.6,1318.3,1311.2,1297.5
5/9/2013,1373.1,1397.5,1393.5,1367.1
5/11/2013,1308,1317.5,1313.3,1306.9
5/12/2013,1233.2,1241.5,1240,1218.6
6/2/2013,1677.7,1678.5,1672.2,1668
6/3/2013,1574.6,1582.6,1577.6,1566.8
6/5/2013,1468.1,1477.2,1468.1,1466.8
6/6/2013,1415.7,1422.7,1401.7,1391.6
6/8/2013,1283.2,1305.9,1303,1279.3
6/9/2013,1386.7,1390.1,1371,1368.9
6/11/2013,1317.7,1318.6,1313.5,1312.5
6/12/2013,1230.3,1242,1228.7,1213
7/1/2013,1645.5,1659.9,1656.5,1643.8
7/2/2013,1670.4,1682.1,1677,1663.1
7/3/2013,1574.8,1583.5,1580,1573.9
7/5/2013,1449,1466.2,1462,1441.2
7/6/2013,1383,1416.4,1411.5,1377.9
7/8/2013,1286.1,1288.4,1282.5,1274
7/10/2013,1324.8,1325.4,1313.8,1311.8
7/11/2013,1308.4,1323.6,1323.6,1298
8/1/2013,1661.5,1659.5,1647.7,1647.7
8/2/2013,1666,1672.5,1671.5,1664.8
8/3/2013,1576.6,1581.2,1578.6,1561.8
8/4/2013,1572,1580.6,1575.8,1567.6
8/5/2013,1473.9,1474.7,1455.5,1450.7
8/7/2013,1234.9,1235.2,1218.8,1215.4
8/8/2013,1310.7,1312.8,1283.9,1283.7
8/10/2013,1324.2,1330,1326.5,1321.2
8/11/2013,1284.5,1308.1,1308,1281.3
9/1/2013,1654.8,1662.1,1658.6,1651.2
9/4/2013,1586.2,1589.3,1571.6,1570
9/5/2013,1468.8,1473.4,1471.2,1453
9/7/2013,1245.9,1254.5,1234.7,1234.4
9/8/2013,1312.9,1315.8,1315.1,1306.7
9/9/2013,1386.8,1389.8,1389.8,1386.5
9/10/2013,1306.9,1319,1317.6,1295.3
9/12/2013,1235.3,1243.2,1230.2,1229
10/1/2013,1677.3,1673.8,1672.5,1672.5
10/4/2013,1558.3,1586,1584.4,1557
10/5/2013,1436.8,1459.3,1455.6,1423
10/6/2013,1386.2,1386.9,1378.8,1375.6
10/7/2013,1247.4,1263.9,1244.6,1244.6
10/9/2013,1364.1,1377.5,1377.5,1357.6
10/10/2013,1296.6,1310.8,1303.4,1285
10/12/2013,1262.4,1267,1239,1239
11/1/2013,1660,1673.1,1673.1,1654.2
11/2/2013,1648.2,1668,1666.5,1643.7
11/3/2013,1577.8,1579.7,1576,1576
11/4/2013,1564.3,1566.7,1557.1,1554.8
11/6/2013,1377,1384.4,1384.2,1366
11/7/2013,1280.1,1285,1284.6,1278.9
11/9/2013,1363.9,1365.8,1365.8,1356.7
11/10/2013,1268,1291.6,1286.9,1263.8
11/11/2013,1281,1281.8,1281.6,1281
11/12/2013,1258.5,1261.9,1261.9,1252.1
12/2/2013,1648.7,1650.4,1643.8,1642.4
12/3/2013,1591.5,1595.6,1579.8,1579.8
12/4/2013,1501,1560.8,1560.8,1480.2
12/6/2013,1391.8,1393.5,1375,1373.7
12/7/2013,1277.8,1282.3,1282.3,1273.3
12/8/2013,1334.7,1342.4,1317.2,1317.2
12/9/2013,1330.4,1360,1360,1322.4
12/11/2013,1271.1,1282.3,1282.3,1268.5
12/12/2013,1226,1255.4,1253.5,1225.9
1/1/2014,1205.4,1205.4,1203.6,1202.8
1/4/2014,1279.6,1287.9,1285.1,1277.3
1/5/2014,1283.1,1288.7,1288.7,1278
1/7/2014,1480.2,1331.4,1326.7,1326.2
1/8/2014,1451.1,1296.6,1284.1,1279.7
1/9/2014,1287.4,1290.9,1287.6,1285.9
1/10/2014,1370.2,1217.8,1207.7,1205.5
1/12/2014,1332.5,1220.4,1160,1141.7
2/1/2014,1225,1227.3,1204.3,1204.3
2/4/2014,1290.5,1294.1,1280.2,1280.2
2/5/2014,1302.6,1302.7,1276.7,1276.7
2/6/2014,1243.7,1250.7,1250,1240.9
2/7/2014,1484.8,1330.7,1326.8,1326.8
2/9/2014,1419,1286.4,1284.5,1262.5
2/10/2014,1368.1,1219.5,1215.3,1210.3
2/12/2014,1314.7,1212.3,1212.3,1191.3
3/1/2014,1238.4,1239,1221.7,1221.7
3/2/2014,1260.4,1266.3,1242.4,1241.2
3/3/2014,1350.1,1354.1,1335.9,1332.9
3/4/2014,1284.4,1293.6,1290.8,1282.7
3/6/2014,1244.3,1247.5,1244.1,1240.5
3/7/2014,1475.6,1327.7,1327.3,1313
3/9/2014,1425.5,1271.1,1266.3,1263.1
3/10/2014,1346.9,1212.4,1212.4,1191
3/11/2014,1294.4,1172.3,1166.4,1163.1
3/12/2014,1325.8,1213.7,1198.1,1196.1
4/2/2014,1251.7,1260.7,1258.4,1247.8
4/3/2014,1337.8,1350.4,1350.4,1332.2
4/4/2014,1303.2,1306.1,1285.5,1284.4
4/6/2014,1244,1248.8,1245.1,1242.7
4/7/2014,1321.3,1324,1321.1,1319.6
4/8/2014,1441.9,1295,1294.4,1285.9
4/9/2014,1422.3,1272.7,1268.7,1260.3
4/11/2014,1290.3,1171,1166.9,1165
4/12/2014,1324.2,1213,1208.2,1201.6
5/2/2014,1257.3,1273.7,1254,1253.1
5/3/2014,1340.2,1341,1334.8,1334.8
5/5/2014,1309,1314.2,1305.6,1305.5
5/6/2014,1253,1256.6,1244,1241.2
5/8/2014,1439,1292.7,1288,1282.6
5/9/2014,1423.2,1268.1,1263.2,1263.2
5/11/2014,1268.1,1168.7,1168.1,1137.8
5/12/2014,1310.8,1206,1203.1,1186.7
6/1/2014,1237.8,1247,1232.8,1221.9
6/2/2014,1257.6,1267,1258,1253.5
6/3/2014,1351.7,1351.6,1338,1333.3
6/5/2014,1308.3,1309.4,1309.4,1306.9
6/6/2014,1252.1,1256.6,1253.4,1246.3
6/8/2014,1462.7,1309,1288.1,1287.8
6/10/2014,1360.7,1338.3,1338.3,1338.3
6/11/2014,1264.4,1147.5,1141.1,1137.9
7/1/2014,1229.4,1242.4,1239.3,1226
7/2/2014,1263.3,1271.4,1258.3,1257.9
7/3/2014,1338.1,1352.7,1349.5,1329.2
7/4/2014,1298,1304,1301.4,1296.3
7/5/2014,1288.6,1312,1310.3,1288
7/7/2014,1472,1320.3,1319.6,1313.2
7/8/2014,1467.3,1313.2,1305.3,1302.5
7/10/2014,1363.6,1210.8,1209.1,1205.3
7/11/2014,1291,1169.7,1139.9,1132.9
8/1/2014,1225.3,1227.5,1227.5,1218.6
8/4/2014,1308.7,1314.1,1296.6,1296.6
8/5/2014,1287.4,1291.5,1291.5,1285.5
8/7/2014,1471.4,1323.5,1318.4,1316
8/8/2014,1465.9,1322.1,1310.8,1308
8/9/2014,1410.2,1268.4,1268.4,1262.2
8/10/2014,1344.2,1217.9,1210.2,1207
8/12/2014,1314.4,1207,1190.6,1187.2
9/1/2014,1229.3,1229,1225.8,1225.8
9/4/2014,1305.5,1313.6,1309.5,1301.1
9/5/2014,1287.3,1287.3,1287.3,1287.3
9/6/2014,1253.5,1256.1,1252.7,1251.8
9/7/2014,1479.7,1330.4,1324,1324
9/9/2014,1404.6,1246.8,1246.8,1246.8
9/10/2014,1358.8,1229,1223.9,1223.9
9/12/2014,1350.2,1238,1202,1202
10/1/2014,1246.7,1246.8,1235,1234
10/2/2014,1274.8,1277.3,1269.6,1265.7
10/3/2014,1341.4,1344.7,1336,1330.5
10/4/2014,1320.1,1323.8,1311.8,1311.2
10/6/2014,1259.8,1262.3,1252.4,1251
10/7/2014,1494.7,1343.7,1330.5,1328
10/9/2014,1402,1256.7,1256.7,1243.5
10/10/2014,1353.7,1223.5,1223.5,1217
10/11/2014,1281.3,1171,1171,1150.7
10/12/2014,1345.5,1234.6,1231.2,1226.6
11/2/2014,1290.1,1292,1274,1273.8
11/3/2014,1346.5,1352.4,1340,1338.1
11/4/2014,1318.7,1322.8,1319,1316.3
11/6/2014,1260.8,1264.4,1259.9,1259.1
11/7/2014,1492.9,1339,1337.9,1336.2
11/8/2014,1465.5,1309.7,1308.4,1305.3
11/9/2014,1395.4,1237.4,1237.4,1237.4
11/11/2014,1285.1,1170.5,1155,1151.6
11/12/2014,1342.3,1232,1226.6,1216.2
12/2/2014,1295.3,1296.2,1290.5,1285.5
12/3/2014,1370.3,1370.5,1349.1,1348.7
12/5/2014,1295.6,1295.9,1282.1,1281.2
12/6/2014,1273.6,1274.5,1260,1260
12/8/2014,1465.3,1315.8,1306.2,1305.8
12/9/2014,1387.8,1227,1227,1227
12/11/2014,1280.4,1168.1,1162.5,1157.5
12/12/2014,1333.5,1227.8,1227.8,1216.2
1/1/2015,1186.8,1187.5,1184.1,1184.1
1/4/2015,1294.2,1294.2,1294.2,1294.2
1/5/2015,1266.1,1266.1,1266.1,1266.1
1/6/2015,1280.4,1280.4,1280.4,1280.4
1/7/2015,1268.5,1268.5,1268.5,1268
1/9/2015,1221.3,1221.3,1221.3,1221.3
1/10/2015,1182.1,1182.1,1182.1,1182.1
1/12/2015,1122,1122,1122,1122
2/1/2015,1337.7,1337.7,1337.7,1337.7
2/2/2015,1382.4,1382.4,1382.4,1382.4
2/3/2015,1305.8,1305.8,1305.8,1305.8
2/4/2015,1288.2,1288.2,1288.2,1288.2
2/6/2015,1287.8,1287.8,1287.8,1287.8
2/7/2015,1261.5,1261.5,1261.5,1261.5
2/9/2015,1214.4,1214.4,1214.4,1214.4
2/10/2015,1204.2,1204.2,1204.2,1204.2
2/11/2015,1190.4,1190.4,1190.4,1190.4
2/12/2015,1112.4,1112.4,1112.4,1112.4
3/2/2015,1367.3,1367.3,1367.3,1367.3
3/3/2015,1304.2,1304.2,1304.2,1304.2
3/4/2015,1288.2,1288.2,1288.2,1288.2
3/6/2015,1279.9,1279.9,1279.9,1279.9
3/7/2015,1167.8,1169,1164.7,1164.6
3/8/2015,1176.8,1176.8,1176.8,1176.8
3/9/2015,1203.5,1203.5,1203.5,1203.5
3/11/2015,1168.6,1168.6,1168.6,1168.6
3/12/2015,1120.6,1120.6,1120.6,1120.6
4/2/2015,1373.4,1367,1367,1367
4/3/2015,1300.6,1300.6,1300.6,1300.6
4/5/2015,1279,1279,1279,1279
4/6/2015,1270.1,1270.1,1270.1,1268.5
4/8/2015,1178.7,1178.7,1178.7,1178.7
4/9/2015,1200.5,1200.5,1200.5,1200.5
4/11/2015,1161.2,1161.2,1161.2,1161.2
4/12/2015,1143.2,1143.2,1143.2,1143.2
5/1/2015,1353.5,1340,1340,1340
5/2/2015,1354.9,1354.9,1354.9,1354.9
5/3/2015,1296.1,1296.1,1296.1,1296.1
5/5/2015,1288.2,1288.2,1288.2,1288.2
5/6/2015,1266.6,1266.8,1264,1263
5/8/2015,1177.1,1177.1,1177.1,1177.1
5/10/2015,1203.5,1203.5,1203.5,1203.5
5/11/2015,1160.1,1160.1,1160.1,1160.1
6/1/2015,1362.2,1362.2,1362.2,1362.2
6/2/2015,1332.6,1332.6,1332.6,1332.6
6/3/2015,1265.6,1265.6,1265.6,1265.6
6/4/2015,1305.4,1305.4,1305.4,1305.4
6/5/2015,1286.7,1286.7,1286.7,1286.7
6/7/2015,1270.6,1270.6,1270.6,1270.6
6/8/2015,1181.6,1181.6,1181.6,1181.6
6/9/2015,1119.9,1123.1,1122.3,1119.6
6/10/2015,1211.3,1211.3,1211.3,1211.3
6/11/2015,1147.9,1147.9,1147.9,1147.9
7/1/2015,1353.6,1353.6,1353.6,1350.3
7/4/2015,1298.4,1298.4,1298.4,1298.4
7/5/2015,1278.5,1278.5,1278.5,1278.5
7/7/2015,1249.5,1249.5,1249.5,1249.5
7/8/2015,1185.8,1185.8,1185.8,1185.8
7/9/2015,1119.9,1124,1119.5,1115.2
7/10/2015,1214,1214,1214,1214
7/12/2015,1134.3,1134.3,1134.3,1134.3
8/1/2015,1351.6,1351.6,1351.6,1350
8/4/2015,1291.1,1291.1,1291.1,1291.1
8/5/2015,1282.5,1282.5,1282.5,1282.5
8/6/2015,1272,1272,1272,1272
8/7/2015,1258.6,1258.6,1258.6,1258.6
8/9/2015,1199.9,1199.9,1199.9,1199.9
8/10/2015,1209.9,1209.9,1209.9,1209.9
8/12/2015,1134,1134,1134,1134
9/1/2015,1357.4,1357.4,1357.4,1357.4
9/2/2015,1339.9,1339.9,1339.9,1339.9
9/3/2015,1268,1268,1268,1268
9/4/2015,1281.6,1281.6,1281.6,1281.6
9/6/2015,1276.8,1276.8,1276.8,1276.8
9/7/2015,1255.1,1255.1,1255.1,1255.1
9/9/2015,1180.7,1180.7,1180.7,1180.7
9/10/2015,1222.4,1222.4,1222.4,1222.4
9/11/2015,1149.2,1149.2,1149.2,1149.2
9/12/2015,1134.9,1134.9,1134.9,1134.9
10/2/2015,1331.2,1331.2,1331.2,1331.2
10/3/2015,1258.1,1258.1,1258.1,1258.1
10/4/2015,1293.3,1293.3,1293.3,1293.3
10/6/2015,1288.6,1288.6,1288.6,1288.6
10/7/2015,1256.6,1256.6,1256.6,1256.6
10/8/2015,1195.8,1195.8,1195.8,1195.8
10/9/2015,1187.9,1187.9,1187.9,1187.9
10/11/2015,1149.4,1149.4,1149.4,1149.4
10/12/2015,1130.3,1130.3,1130.3,1130.3
11/2/2015,1319.2,1319.2,1319.2,1319.2
11/3/2015,1248.4,1248.4,1248.4,1248.4
11/5/2015,1277.3,1277.3,1277.3,1277.3
11/6/2015,1282.6,1282.6,1282.6,1282.6
11/8/2015,1197.7,1197.7,1197.7,1197.7
11/9/2015,1181.9,1181.9,1181.9,1181.9
11/11/2015,1145.4,1145.4,1145.4,1145.4
11/12/2015,1133.8,1133.8,1133.8,1133.8
12/1/2015,1373.2,1357.4,1357.4,1357.4
12/2/2015,1318.7,1318.7,1318.7,1318.7
12/3/2015,1249,1249,1249,1249
12/5/2015,1287,1287,1287,1287
12/6/2015,1281,1281,1281,1281
12/8/2015,1213,1213,1213,1213
12/10/2015,1231.1,1231.1,1231.1,1231.1
12/11/2015,1141.3,1141.3,1141.3,1141.3
1/2/2016,1173.5,1173.5,1173.5,1173.5
1/3/2016,1271.2,1271.2,1271.2,1271.2
1/4/2016,1268.9,1268.9,1268.9,1268.9
1/6/2016,1267.2,1267.2,1267.2,1267.2
1/7/2016,1394.3,1394.3,1394.3,1394.3
1/8/2016,1416.2,1416.2,1416.2,1416.2
1/9/2016,1372.6,1372.6,1372.6,1372.6
1/11/2016,1348,1348,1348,1348
1/12/2016,1233.7,1233.7,1233.7,1233.7
2/2/2016,1170.1,1170.1,1170.1,1170.1
2/3/2016,1283,1283,1283,1283
2/5/2016,1347.3,1347.3,1347.3,1347.3
2/6/2016,1264.9,1264.9,1264.9,1264.9
2/8/2016,1429.4,1429.4,1429.4,1429.4
2/9/2016,1385.3,1385.3,1385.3,1385.3
2/11/2016,1368,1368,1368,1368
2/12/2016,1242.4,1242.4,1242.4,1242.4
3/2/2016,1183.3,1183.3,1183.3,1183.3
3/3/2016,1300.7,1300.7,1300.7,1300.7
3/5/2016,1342.8,1342.8,1342.8,1342.8
3/6/2016,1294.6,1294.6,1294.6,1294.6
3/7/2016,1345.5,1347.55,1344.5,1338.85
3/8/2016,1423.9,1423.9,1423.9,1423.9
3/10/2016,1365.9,1365.9,1365.9,1365.9
3/11/2016,1363.8,1363.8,1363.8,1363.8
4/1/2016,1135.5,1135.5,1135.5,1135.5
4/2/2016,1197.7,1197.7,1197.7,1197.7
4/3/2016,1315.6,1315.6,1315.6,1315.6
4/4/2016,1264.7,1264.7,1264.7,1264.7
4/5/2016,1324.3,1324.3,1324.3,1324.3
4/7/2016,1352,1360.15,1345,1343
4/8/2016,1427.9,1427.9,1427.9,1427.9
4/9/2016,1326.25,1328.75,1328.2,1326.15
4/10/2016,1322.1,1322.1,1322.1,1322.1
4/11/2016,1365.7,1365.7,1365.7,1365.7
5/1/2016,1138.4,1138.4,1138.4,1138.4
5/2/2016,1198,1220.4,1220.4,1220.4
5/4/2016,1274.5,1274.5,1274.5,1274.5
5/5/2016,1317.8,1317.8,1317.8,1317.8
5/7/2016,1414.4,1414.4,1414.4,1414.4
5/8/2016,1407.9,1407.9,1407.9,1407.9
5/9/2016,1331.1,1332.15,1326.35,1325.55
5/10/2016,1321.3,1321.3,1321.3,1321.3
5/12/2016,1241.7,1236.7,1236.7,1236.7
6/1/2016,1151.9,1151.9,1151.9,1151.9
6/4/2016,1268.8,1268.8,1268.8,1268.8
6/5/2016,1340.1,1340.1,1340.1,1340.1
6/6/2016,1299.4,1299.4,1299.4,1299.4
6/7/2016,1422.8,1422.8,1422.8,1422.8
6/9/2016,1411.1,1411.1,1411.1,1411.1
6/10/2016,1305.5,1305.5,1305.5,1305.5
6/12/2016,1235,1235,1235,1235
7/1/2016,1162.7,1162.7,1162.7,1162.7
7/3/2016,1310.3,1310.3,1310.3,1310.3
7/4/2016,1282.3,1282.3,1282.3,1282.3
7/6/2016,1298.8,1298.8,1298.8,1298.8
7/7/2016,1415,1415,1415,1415
7/9/2016,1407.1,1407.1,1407.1,1407.1
7/10/2016,1304.5,1304.5,1304.5,1304.5
7/11/2016,1340.4,1340.4,1340.4,1340.4
7/12/2016,1250.6,1250.6,1250.6,1250.6
8/1/2016,1151.7,1151.7,1151.7,1151.7
8/2/2016,1238.2,1243.8,1243.8,1243.8
8/3/2016,1309,1309,1309,1309
8/4/2016,1287.3,1287.3,1287.3,1287.3
8/6/2016,1314,1314,1314,1314
8/7/2016,1412,1412,1412,1412
8/8/2016,1405.3,1405.3,1405.3,1405.3
8/9/2016,1400.2,1400.2,1400.2,1400.2
8/11/2016,1336.2,1336.2,1336.2,1336.2
8/12/2016,1246.4,1246.4,1246.4,1246.4
9/2/2016,1236.9,1236.9,1236.9,1236.9
9/3/2016,1303.4,1304,1304,1304
9/5/2016,1312.9,1312.9,1312.9,1312.9
9/6/2016,1324.4,1324.4,1324.4,1324.4
